#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id 2	node2_external_id 2	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Myo5a	Calm1	5033841	5032253	ENSMUSP00000116028	ENSMUSP00000105709	0	0	0	0	0.090	0.841	0	0.282	0.887
Uqcrq	Cox8a	5024138	5022079	ENSMUSP00000053145	ENSMUSP00000040717	0	0	0	0	0.573	0	0.540	0.474	0.887
Hnrnpa2b1	Ssb	5033031	5029039	ENSMUSP00000110103	ENSMUSP00000088365	0	0	0	0	0.869	0.080	0	0.123	0.885
Snrnp70	Luc7l3	5027114	5017139	ENSMUSP00000074160	ENSMUSP00000021226	0	0	0	0	0.170	0.544	0.540	0.414	0.884
Atp5k	Ndufb8	5023828	5018490	ENSMUSP00000051222	ENSMUSP00000026222	0	0	0	0	0.848	0	0	0.264	0.883
C1qb	Ly86	5022002	5017331	ENSMUSP00000040246	ENSMUSP00000021860	0	0	0	0	0.759	0	0	0.532	0.883
Cox8a	Cox5a	5022079	5015244	ENSMUSP00000040717	ENSMUSP00000000090	0	0	0	0	0.431	0	0.540	0.585	0.882
Eif4b	Eif5b	5034963	5018750	ENSMUSP00000127774	ENSMUSP00000027252	0	0	0	0	0.149	0	0	0.867	0.882
Cd68	Tyrobp	5031990	5020344	ENSMUSP00000104294	ENSMUSP00000032800	0	0	0	0	0.797	0	0	0.438	0.881
Eif5b	Rps11	5018750	5015656	ENSMUSP00000027252	ENSMUSP00000003521	0	0	0	0	0.202	0.776	0	0.387	0.880
Hsp90ab1	Calr	5018045	5015702	ENSMUSP00000024739	ENSMUSP00000003912	0	0	0	0	0.242	0.253	0	0.798	0.875
Smarca4	Supt6	5020945	5015506	ENSMUSP00000034707	ENSMUSP00000002121	0	0	0	0	0.751	0.220	0	0.399	0.873
Uqcr10	Atp5j	5024399	5017869	ENSMUSP00000054856	ENSMUSP00000023608	0	0	0	0	0.849	0	0	0.187	0.872
Eif4a1	Eif5b	5034839	5018750	ENSMUSP00000127034	ENSMUSP00000027252	0.042	0	0	0	0.079	0.199	0	0.840	0.872
Matr3	Hnrnpu	5034608	5023231	ENSMUSP00000125761	ENSMUSP00000047571	0	0	0	0	0.716	0.197	0	0.482	0.871
Eif1	Eif5b	5022214	5018750	ENSMUSP00000041538	ENSMUSP00000027252	0	0	0	0	0.062	0	0	0.868	0.871
Atp5o	Uqcr11	5017883	5016898	ENSMUSP00000023677	ENSMUSP00000020372	0	0	0	0	0.791	0	0	0.409	0.871
H2-D1	H2-DMa	5036038	5021450	ENSMUSP00000134570	ENSMUSP00000037088	0	0	0	0	0.193	0.045	0.720	0.469	0.870
Cox8a	Uqcr11	5022079	5016898	ENSMUSP00000040717	ENSMUSP00000020372	0	0	0	0	0.762	0	0	0.476	0.870
Cox6a1	Atp6v1f	5023246	5015748	ENSMUSP00000047661	ENSMUSP00000004396	0	0	0	0	0.818	0	0	0.304	0.868
Ndufc1	Atp5j	5021679	5017869	ENSMUSP00000038463	ENSMUSP00000023608	0	0	0	0	0.806	0	0	0.350	0.868
Ndufc1	Cox5a	5021679	5015244	ENSMUSP00000038463	ENSMUSP00000000090	0	0	0	0	0.575	0.600	0	0.284	0.867
Srsf11	Luc7l3	5033621	5017139	ENSMUSP00000113685	ENSMUSP00000021226	0	0	0	0	0.701	0.197	0	0.493	0.867
Selk	Sepw1	5032630	5021774	ENSMUSP00000107887	ENSMUSP00000038943	0	0	0	0	0.068	0	0	0.863	0.867
Naca	Rps5	5029170	5015759	ENSMUSP00000089680	ENSMUSP00000004554	0	0	0	0	0.860	0.062	0	0.062	0.866
H2-D1	H2-Ab1	5036038	5022126	ENSMUSP00000134570	ENSMUSP00000041008	0	0	0	0.608	0.362	0.047	0.720	0.703	0.865
Chd2	Ssrp1	5034711	5027581	ENSMUSP00000126352	ENSMUSP00000076971	0	0	0	0	0.116	0.721	0	0.498	0.865
Bptf	Supt6	5031630	5015506	ENSMUSP00000102374	ENSMUSP00000002121	0	0	0	0	0.777	0.135	0	0.359	0.865
C1qb	Tyrobp	5022002	5020344	ENSMUSP00000040246	ENSMUSP00000032800	0	0	0	0	0.793	0	0	0.355	0.861
Hnrnpu	Acin1	5023231	5017621	ENSMUSP00000047571	ENSMUSP00000022793	0	0	0	0	0.077	0	0	0.856	0.861
Rpl3	Gtpbp4	5028126	5017245	ENSMUSP00000080354	ENSMUSP00000021574	0	0	0	0	0.236	0.603	0	0.579	0.861
Bptf	Rsf1	5031630	5021504	ENSMUSP00000102374	ENSMUSP00000037409	0	0	0	0	0.777	0	0	0.401	0.861
Ndufa1	Cox5a	5016461	5015244	ENSMUSP00000016571	ENSMUSP00000000090	0	0	0	0	0.430	0.600	0	0.435	0.860
Ash1l	Bptf	5037095	5031630	ENSMUSP00000140251	ENSMUSP00000102374	0	0	0	0.538	0.687	0.459	0	0.451	0.858
Rps16	Eif5b	5031918	5018750	ENSMUSP00000103940	ENSMUSP00000027252	0	0	0	0	0.176	0.799	0	0.204	0.856
Pfn1	Apbb1ip	5016582	5016294	ENSMUSP00000018437	ENSMUSP00000014290	0	0	0	0	0	0.143	0.800	0.226	0.855
Cox6a1	Hint1	5023246	5016935	ENSMUSP00000047661	ENSMUSP00000020504	0	0	0	0	0.847	0	0	0.089	0.855
St13	Hsp90ab1	5035408	5018045	ENSMUSP00000130195	ENSMUSP00000024739	0	0	0	0	0.155	0.346	0	0.756	0.853
Eif4b	Eif1	5034963	5022214	ENSMUSP00000127774	ENSMUSP00000041538	0	0	0	0	0.061	0.045	0	0.848	0.852
C1qc	Ly86	5021383	5017331	ENSMUSP00000036747	ENSMUSP00000021860	0	0	0	0	0.778	0	0	0.357	0.851
Matr3	Snrnp70	5034608	5027114	ENSMUSP00000125761	ENSMUSP00000074160	0	0	0	0	0.755	0.197	0	0.300	0.850
Smarca4	Baz1b	5020945	5015577	ENSMUSP00000034707	ENSMUSP00000002825	0	0	0	0	0.131	0.701	0	0.470	0.850
Clk1	Ccnl1	5021002	5019346	ENSMUSP00000034868	ENSMUSP00000029416	0	0	0	0	0.807	0.072	0	0.223	0.849
Prrc2c	Nipbl	5036852	5025105	ENSMUSP00000138433	ENSMUSP00000059385	0	0	0	0	0.848	0	0	0	0.848
Rbm25	Sart1	5023404	5023196	ENSMUSP00000048470	ENSMUSP00000047397	0	0	0	0	0.202	0.750	0	0.303	0.848
Ndufc1	Atp5o	5021679	5017883	ENSMUSP00000038463	ENSMUSP00000023677	0	0	0	0	0.742	0	0	0.434	0.848
Eef1g	Rps5	5029779	5015759	ENSMUSP00000093955	ENSMUSP00000004554	0	0	0	0	0.832	0	0	0.131	0.848
Atrx	Arid4a	5032871	5021177	ENSMUSP00000109203	ENSMUSP00000035512	0	0	0	0	0.722	0.362	0	0.209	0.847
Eef1g	Rpl35	5029779	5028024	ENSMUSP00000093955	ENSMUSP00000079672	0	0	0	0	0.798	0	0	0.266	0.846
Cox6a1	Ndufa4	5023246	5020052	ENSMUSP00000047661	ENSMUSP00000031637	0	0	0	0	0.483	0.071	0.540	0.387	0.846
Srek1	Luc7l3	5027118	5017139	ENSMUSP00000074196	ENSMUSP00000021226	0	0	0	0	0.637	0.197	0	0.513	0.846
Nolc1	Gtpbp4	5035051	5017245	ENSMUSP00000128331	ENSMUSP00000021574	0	0	0	0	0.841	0.074	0	0	0.846
Usmg5	Ndufb8	5029742	5018490	ENSMUSP00000093713	ENSMUSP00000026222	0	0	0	0	0.844	0	0	0	0.844
Bptf	Smarca2	5031630	5018387	ENSMUSP00000102374	ENSMUSP00000025862	0	0	0	0	0.478	0.543	0	0.399	0.844
Eif4a1	Eif1	5034839	5022214	ENSMUSP00000127034	ENSMUSP00000041538	0	0	0	0	0.092	0.072	0	0.829	0.843
Tyrobp	Ly86	5020344	5017331	ENSMUSP00000032800	ENSMUSP00000021860	0	0	0	0	0.741	0	0	0.417	0.842
Smarca2	Supt6	5018387	5015506	ENSMUSP00000025862	ENSMUSP00000002121	0	0	0	0	0.743	0.220	0	0.273	0.841
Atp6v0b	Atp5j	5023254	5017869	ENSMUSP00000047682	ENSMUSP00000023608	0	0	0	0	0.149	0.358	0.720	0.080	0.840
Nolc1	Cebpz	5035051	5018092	ENSMUSP00000128331	ENSMUSP00000024885	0	0	0	0	0.539	0.667	0	0	0.840
Rps25	Eif5b	5027947	5018750	ENSMUSP00000079180	ENSMUSP00000027252	0	0	0	0	0.083	0.751	0	0.355	0.839
Rps16	Eif3a	5031918	5018416	ENSMUSP00000103940	ENSMUSP00000025955	0	0	0	0	0.380	0.751	0	0	0.839
Rplp0	Mrpl33	5028544	5019850	ENSMUSP00000083705	ENSMUSP00000031024	0.170	0	0	0	0.445	0.600	0	0.226	0.838
Eif5b	Rps5	5018750	5015759	ENSMUSP00000027252	ENSMUSP00000004554	0	0	0	0	0.170	0.603	0	0.547	0.837
Cxcl2	Ccl7	5027242	5017073	ENSMUSP00000074885	ENSMUSP00000021011	0	0	0	0	0.348	0.153	0	0.729	0.837
Ndufa13	Atp5o	5032274	5017883	ENSMUSP00000105796	ENSMUSP00000023677	0	0	0	0	0.821	0	0	0.118	0.836
Eef1g	Rps11	5029779	5015656	ENSMUSP00000093955	ENSMUSP00000003521	0	0	0	0	0.832	0	0	0.065	0.836
Eef1g	Rpl18a	5029779	5024944	ENSMUSP00000093955	ENSMUSP00000058368	0	0	0	0	0.820	0	0	0.122	0.835
Nipbl	Arid4a	5025105	5021177	ENSMUSP00000059385	ENSMUSP00000035512	0	0	0	0	0.801	0	0	0.199	0.834
Rps24	Eif3a	5034648	5018416	ENSMUSP00000125977	ENSMUSP00000025955	0	0	0	0	0.389	0.737	0	0	0.832
H3f3b	Kat6a	5031582	5021633	ENSMUSP00000102062	ENSMUSP00000038181	0	0	0	0	0.048	0.801	0	0.177	0.830
Eif5b	Rps9	5018750	5015940	ENSMUSP00000027252	ENSMUSP00000006496	0.043	0	0	0	0.233	0.737	0	0.225	0.830
Eif4b	Gtpbp4	5034963	5017245	ENSMUSP00000127774	ENSMUSP00000021574	0	0	0	0	0.798	0.153	0	0.069	0.826
Phf3	Nipbl	5036985	5025105	ENSMUSP00000139610	ENSMUSP00000059385	0	0	0	0	0.798	0	0	0.177	0.826
Atp5o	Atp6v1f	5017883	5015748	ENSMUSP00000023677	ENSMUSP00000004396	0	0	0	0	0.329	0	0.720	0.144	0.825
Bptf	Trip12	5031630	5018802	ENSMUSP00000102374	ENSMUSP00000027421	0	0	0	0	0.784	0	0	0.223	0.825
Rpl18	Naca	5031793	5029170	ENSMUSP00000103365	ENSMUSP00000089680	0	0	0	0	0.816	0.058	0	0.066	0.824
Nktr	Pnisr	5021083	5019524	ENSMUSP00000035112	ENSMUSP00000029911	0	0	0	0	0.819	0.057	0	0	0.822
Eef1g	Rps18	5029779	5016094	ENSMUSP00000093955	ENSMUSP00000008812	0	0	0	0	0.691	0	0	0.446	0.822
Usmg5	Hint1	5029742	5016935	ENSMUSP00000093713	ENSMUSP00000020504	0	0	0	0	0.822	0	0	0	0.822
Usmg5	Ndufb7	5029742	5021491	ENSMUSP00000093713	ENSMUSP00000037341	0	0	0	0	0.809	0	0	0.102	0.821
Lgals3	Cd68	5033731	5031990	ENSMUSP00000114350	ENSMUSP00000104294	0	0	0	0	0.537	0.058	0	0.624	0.821
Trip12	Supt6	5018802	5015506	ENSMUSP00000027421	ENSMUSP00000002121	0	0	0	0	0.704	0.072	0	0.401	0.821
Prrc2c	Bptf	5036852	5031630	ENSMUSP00000138433	ENSMUSP00000102374	0	0	0	0	0.820	0	0	0	0.820
Rps19	Eif5b	5031943	5018750	ENSMUSP00000104067	ENSMUSP00000027252	0.043	0	0	0	0.095	0.774	0	0.192	0.820
Ssb	Ncl	5029039	5018808	ENSMUSP00000088365	ENSMUSP00000027438	0	0	0	0	0.491	0.294	0	0.541	0.820
Ndufa13	Atp5j	5032274	5017869	ENSMUSP00000105796	ENSMUSP00000023608	0	0	0	0	0.526	0.634	0	0	0.819
Cox8a	Ndufa4	5022079	5020052	ENSMUSP00000040717	ENSMUSP00000031637	0	0	0	0	0.348	0.079	0.540	0.419	0.818
C1qb	Calr	5022002	5015702	ENSMUSP00000040246	ENSMUSP00000003912	0	0	0	0	0	0	0.800	0.129	0.818
Rab7b	Dync1h1	5025935	5016639	ENSMUSP00000065456	ENSMUSP00000018851	0	0	0	0	0	0.047	0.800	0.117	0.817
Eif1	Rps18	5022214	5016094	ENSMUSP00000041538	ENSMUSP00000008812	0	0	0	0	0.062	0.767	0	0.232	0.817
H2-D1	H2-Eb1	5036038	5027110	ENSMUSP00000134570	ENSMUSP00000074143	0	0	0	0	0.159	0.048	0.540	0.559	0.816
H2-D1	H2-Aa	5036038	5022978	ENSMUSP00000134570	ENSMUSP00000046105	0	0	0	0.600	0.208	0.047	0.720	0.526	0.816
Atp5k	Ndufc1	5023828	5021679	ENSMUSP00000051222	ENSMUSP00000038463	0	0	0	0	0.606	0	0	0.551	0.815
Eif4a1	Dhx9	5034839	5021623	ENSMUSP00000127034	ENSMUSP00000038135	0	0	0	0	0.099	0.166	0	0.773	0.814
C1qc	Calr	5021383	5015702	ENSMUSP00000036747	ENSMUSP00000003912	0	0	0	0	0	0	0.800	0.112	0.814
Psme2	Psme2b	5034353	5031265	ENSMUSP00000123798	ENSMUSP00000100564	0	0	0	0.986	0.106	0.800	0	0	0.813
Chd2	Supt16	5034711	5022348	ENSMUSP00000126352	ENSMUSP00000042283	0	0	0	0	0.122	0.644	0	0.450	0.813
Rps24	Eif5a	5034648	5023125	ENSMUSP00000125977	ENSMUSP00000047008	0	0	0	0	0.715	0.355	0	0.059	0.812
Rps24	Eif1	5034648	5022214	ENSMUSP00000125977	ENSMUSP00000041538	0	0	0	0	0.092	0.724	0	0.311	0.812
Eif5a	Rps11	5023125	5015656	ENSMUSP00000047008	ENSMUSP00000003521	0	0	0	0	0.512	0.625	0	0.048	0.810
Ddx21	Ncl	5022401	5018808	ENSMUSP00000042691	ENSMUSP00000027438	0	0	0	0	0.455	0.128	0	0.631	0.809
Mpeg1	Ly86	5032753	5017331	ENSMUSP00000108573	ENSMUSP00000021860	0	0	0	0	0.789	0	0	0.130	0.809
Eef1g	Rpl37a	5029779	5025033	ENSMUSP00000093955	ENSMUSP00000058919	0	0	0	0	0.801	0	0	0.078	0.809
Eef1g	Eif3a	5029779	5018416	ENSMUSP00000093955	ENSMUSP00000025955	0	0	0	0	0.622	0	0	0.516	0.809
Iqgap1	Myh9	5035041	5016470	ENSMUSP00000128278	ENSMUSP00000016771	0	0	0	0	0.271	0.452	0	0.558	0.808
Rplp0	Eif5a	5028544	5023125	ENSMUSP00000083705	ENSMUSP00000047008	0	0	0	0	0.607	0.382	0	0.269	0.807
Nipbl	Nktr	5025105	5021083	ENSMUSP00000059385	ENSMUSP00000035112	0	0	0	0	0.807	0	0	0	0.807
Rpl18	Eif5a	5031793	5023125	ENSMUSP00000103365	ENSMUSP00000047008	0.072	0	0	0	0.639	0.355	0	0.214	0.807
Rps16	Mrpl33	5031918	5019850	ENSMUSP00000103940	ENSMUSP00000031024	0.158	0	0	0	0.345	0.600	0	0.226	0.806
Mrpl33	Rps9	5019850	5015940	ENSMUSP00000031024	ENSMUSP00000006496	0.060	0	0	0	0.302	0.626	0	0.303	0.806
Atrx	Rsf1	5032871	5021504	ENSMUSP00000109203	ENSMUSP00000037409	0	0	0	0	0.768	0.128	0	0.109	0.804
Rpl37a	Eif5b	5025033	5018750	ENSMUSP00000058919	ENSMUSP00000027252	0	0	0	0	0.062	0.724	0	0.301	0.803
Eef1g	Hspa9	5029779	5018181	ENSMUSP00000093955	ENSMUSP00000025217	0	0	0	0	0.669	0.154	0	0.352	0.802
Naca	Rps25	5029170	5027947	ENSMUSP00000089680	ENSMUSP00000079180	0	0	0	0	0.767	0.178	0	0	0.800
H2-T23	H2-Aa	5031057	5022978	ENSMUSP00000099739	ENSMUSP00000046105	0	0	0	0	0.106	0.047	0.720	0.253	0.798
Calm1	Itpr2	5032253	5023574	ENSMUSP00000105709	ENSMUSP00000049584	0	0	0	0	0.060	0.217	0.650	0.309	0.798
Eef1g	Rps25	5029779	5027947	ENSMUSP00000093955	ENSMUSP00000079180	0	0	0	0	0.712	0	0	0.325	0.797
Eif4b	Rps16	5034963	5031918	ENSMUSP00000127774	ENSMUSP00000103940	0	0	0	0	0.343	0.664	0	0.154	0.797
Rpl3	Ncl	5028126	5018808	ENSMUSP00000080354	ENSMUSP00000027438	0	0	0	0	0.262	0.655	0	0.270	0.797
Atrx	Nktr	5032871	5021083	ENSMUSP00000109203	ENSMUSP00000035112	0	0	0	0	0.789	0.074	0	0.042	0.797
Tma7	Pfdn5	5035873	5035196	ENSMUSP00000133026	ENSMUSP00000129178	0	0	0	0	0.796	0	0	0	0.796
Atrx	Nipbl	5032871	5025105	ENSMUSP00000109203	ENSMUSP00000059385	0	0	0	0	0.615	0.162	0	0.418	0.796
Bptf	Golga4	5031630	5028357	ENSMUSP00000102374	ENSMUSP00000081880	0	0	0	0	0.796	0	0	0	0.796
Rbm25	Prpf38b	5023404	5019374	ENSMUSP00000048470	ENSMUSP00000029480	0	0	0	0	0.795	0	0	0	0.795
Eif3a	Gtpbp4	5018416	5017245	ENSMUSP00000025955	ENSMUSP00000021574	0	0	0	0	0.794	0	0	0	0.794
Naca	Rpl35	5029170	5028024	ENSMUSP00000089680	ENSMUSP00000079672	0	0	0	0	0.737	0.206	0	0.083	0.792
Calm1	Atp2b1	5032253	5016825	ENSMUSP00000105709	ENSMUSP00000020107	0	0	0	0	0.110	0.701	0	0.283	0.792
Rps16	Eif5a	5031918	5023125	ENSMUSP00000103940	ENSMUSP00000047008	0.054	0	0	0	0.582	0.446	0	0.162	0.792
Atpif1	Eif5b	5025790	5018750	ENSMUSP00000064282	ENSMUSP00000027252	0	0	0	0	0	0	0	0.791	0.791
Lyz2	Tyrobp	5029184	5020344	ENSMUSP00000089801	ENSMUSP00000032800	0	0	0	0	0.738	0	0	0.236	0.791
Nktr	Hsp90ab1	5021083	5018045	ENSMUSP00000035112	ENSMUSP00000024739	0	0	0	0	0.480	0.420	0	0.361	0.790
Dnaja1	Hspa9	5019579	5018181	ENSMUSP00000030118	ENSMUSP00000025217	0.043	0	0.426	0	0.145	0.201	0	0.526	0.790
Uqcrq	Hint1	5024138	5016935	ENSMUSP00000053145	ENSMUSP00000020504	0	0	0	0	0.790	0	0	0	0.790
Clip1	Tuba1b	5032498	5027550	ENSMUSP00000107192	ENSMUSP00000076777	0	0	0	0	0	0.765	0	0.145	0.790
Rps24	Eif5b	5034648	5018750	ENSMUSP00000125977	ENSMUSP00000027252	0.137	0	0	0	0.097	0.751	0	0	0.789
Eif5a	Rps5	5023125	5015759	ENSMUSP00000047008	ENSMUSP00000004554	0.042	0	0	0	0.469	0.487	0	0.287	0.789
H2-T23	H2-Ab1	5031057	5022126	ENSMUSP00000099739	ENSMUSP00000041008	0	0	0	0.614	0.203	0.047	0.720	0.252	0.788
Timm13	Uqcr11	5016914	5016898	ENSMUSP00000020440	ENSMUSP00000020372	0	0	0	0	0.698	0	0	0.328	0.788
H2-T23	H2-DMa	5031057	5021450	ENSMUSP00000099739	ENSMUSP00000037088	0	0	0	0	0.059	0.045	0.720	0.250	0.786
Rbm39	Prpf38b	5032161	5019374	ENSMUSP00000105216	ENSMUSP00000029480	0	0	0	0	0.784	0	0	0	0.784
Rps24	Naca	5034648	5029170	ENSMUSP00000125977	ENSMUSP00000089680	0	0	0	0	0.779	0.058	0	0	0.783
Uqcr10	Cox8a	5024399	5022079	ENSMUSP00000054856	ENSMUSP00000040717	0	0	0	0	0.425	0	0.540	0.247	0.783
Bptf	Chd4	5031630	5025210	ENSMUSP00000102374	ENSMUSP00000060054	0	0	0	0.539	0.393	0.543	0	0.552	0.782
Ddx21	Dhx9	5022401	5021623	ENSMUSP00000042691	ENSMUSP00000038135	0	0	0	0	0.151	0.181	0	0.710	0.781
Atrx	Smc1a	5032871	5022734	ENSMUSP00000109203	ENSMUSP00000044645	0.043	0	0	0	0.289	0.490	0	0.440	0.780
Ash1l	Nipbl	5037095	5025105	ENSMUSP00000140251	ENSMUSP00000059385	0	0	0	0	0.753	0	0	0.146	0.780
Rbm39	Rbm25	5032161	5023404	ENSMUSP00000105216	ENSMUSP00000048470	0	0	0	0.559	0.515	0.447	0	0.496	0.779
Ncl	Supt6	5018808	5015506	ENSMUSP00000027438	ENSMUSP00000002121	0	0	0	0	0.062	0.738	0	0.174	0.779
Eif4g3	Eif5b	5028275	5018750	ENSMUSP00000081233	ENSMUSP00000027252	0	0	0	0	0.354	0	0	0.670	0.778
Prpf38b	Luc7l3	5019374	5017139	ENSMUSP00000029480	ENSMUSP00000021226	0	0	0	0	0.709	0.267	0	0	0.778
Hnrnpu	Smarca4	5023231	5020945	ENSMUSP00000047571	ENSMUSP00000034707	0	0	0	0	0.076	0.538	0	0.521	0.778
Atp6v1g1	Atp5o	5023452	5017883	ENSMUSP00000048770	ENSMUSP00000023677	0	0	0	0	0.115	0	0.720	0.170	0.776
Lyz2	C1qb	5029184	5022002	ENSMUSP00000089801	ENSMUSP00000040246	0	0	0	0	0.691	0	0	0.297	0.774
Hnrnpu	Ncl	5023231	5018808	ENSMUSP00000047571	ENSMUSP00000027438	0	0	0	0	0.487	0.057	0	0.571	0.774
Smdt1	Uqcr11	5017712	5016898	ENSMUSP00000023086	ENSMUSP00000020372	0	0	0	0	0.773	0	0	0	0.773
Dhx9	Ncl	5021623	5018808	ENSMUSP00000038135	ENSMUSP00000027438	0	0	0	0	0.223	0.438	0	0.521	0.772
Rbm39	Snrnp70	5032161	5027114	ENSMUSP00000105216	ENSMUSP00000074160	0	0	0	0.564	0.096	0.703	0	0.451	0.772
Eif5a	Mrpl33	5023125	5019850	ENSMUSP00000047008	ENSMUSP00000031024	0.171	0	0	0	0.116	0.622	0	0.276	0.772
Rps25	Cox6a1	5027947	5023246	ENSMUSP00000079180	ENSMUSP00000047661	0	0	0	0	0.771	0	0	0	0.771
Tyrobp	Clec4n	5020344	5017993	ENSMUSP00000032800	ENSMUSP00000024118	0	0	0	0	0.606	0.046	0	0.440	0.771
Ndufa7	Scp2	5021910	5019650	ENSMUSP00000039692	ENSMUSP00000030340	0	0	0	0	0	0.771	0	0	0.771
Tuba1b	Dync1h1	5027550	5016639	ENSMUSP00000076777	ENSMUSP00000018851	0	0	0	0	0.061	0.200	0.600	0.326	0.770
Rbm25	Pnisr	5023404	5019524	ENSMUSP00000048470	ENSMUSP00000029911	0	0	0	0	0.620	0	0	0.418	0.769
Clk1	Pnisr	5021002	5019524	ENSMUSP00000034868	ENSMUSP00000029911	0	0	0	0	0.763	0	0	0.065	0.769
U2surp	Rbm25	5027844	5023404	ENSMUSP00000078602	ENSMUSP00000048470	0	0	0	0	0.747	0	0	0.126	0.769
Cd68	Cd14	5031990	5024683	ENSMUSP00000104294	ENSMUSP00000056669	0	0	0	0	0.408	0	0	0.625	0.768
Atp5j	Atp6v1f	5017869	5015748	ENSMUSP00000023608	ENSMUSP00000004396	0	0	0	0	0.199	0	0.720	0	0.766
Rps19	Eif1	5031943	5022214	ENSMUSP00000104067	ENSMUSP00000041538	0	0	0	0	0.096	0.726	0	0.130	0.765
Hspa1b	Calr	5035960	5015702	ENSMUSP00000133815	ENSMUSP00000003912	0	0	0	0	0.118	0.049	0	0.741	0.764
Atp6v1g1	Atp5j	5023452	5017869	ENSMUSP00000048770	ENSMUSP00000023608	0	0	0	0	0.169	0	0.720	0.067	0.764
Tomm6	Timm13	5032825	5016914	ENSMUSP00000108926	ENSMUSP00000020440	0	0	0	0	0.715	0	0	0.203	0.763
Bptf	Chd7	5031630	5025063	ENSMUSP00000102374	ENSMUSP00000059079	0	0	0	0	0.349	0.543	0	0.268	0.763
Lyz2	C1qc	5029184	5021383	ENSMUSP00000089801	ENSMUSP00000036747	0	0	0	0	0.690	0	0	0.267	0.763
Smarca2	Baz1b	5018387	5015577	ENSMUSP00000025862	ENSMUSP00000002825	0	0	0	0	0.131	0.618	0	0.341	0.762
Chd2	Bptf	5034711	5031630	ENSMUSP00000126352	ENSMUSP00000102374	0	0	0	0	0.386	0.543	0	0.216	0.761
Tceb2	Ndufa7	5026018	5021910	ENSMUSP00000066210	ENSMUSP00000039692	0	0	0	0	0.760	0	0	0	0.760
Rpl3	Mrpl33	5028126	5019850	ENSMUSP00000080354	ENSMUSP00000031024	0.158	0	0	0	0.188	0.600	0	0.226	0.760
Ssb	Naa15	5029039	5019314	ENSMUSP00000088365	ENSMUSP00000029303	0	0	0	0	0.760	0	0	0	0.760
Ndufa7	Atp5j	5021910	5017869	ENSMUSP00000039692	ENSMUSP00000023608	0	0	0	0	0.607	0	0	0.414	0.760
Zmiz1	Smarca4	5034479	5020945	ENSMUSP00000124863	ENSMUSP00000034707	0	0	0	0	0.062	0.600	0	0.413	0.760
Eif5b	Rps18	5018750	5016094	ENSMUSP00000027252	ENSMUSP00000008812	0	0	0	0	0.168	0.666	0	0.204	0.759
Mrpl33	Rps18	5019850	5016094	ENSMUSP00000031024	ENSMUSP00000008812	0.045	0	0	0	0.266	0.600	0	0.243	0.759
Usmg5	Atp6v1f	5029742	5015748	ENSMUSP00000093713	ENSMUSP00000004396	0	0	0	0	0.171	0	0.720	0	0.758
Hnrnpa2b1	Ythdc1	5033031	5021813	ENSMUSP00000110103	ENSMUSP00000039133	0	0	0	0	0.417	0.160	0	0.545	0.758
Dhx9	Abcf1	5021623	5021404	ENSMUSP00000038135	ENSMUSP00000036881	0	0	0	0	0.081	0.096	0.720	0.082	0.757
Bptf	H3f3b	5031630	5031582	ENSMUSP00000102374	ENSMUSP00000102062	0	0	0	0	0	0.663	0	0.307	0.756
Naca	Rpl18a	5029170	5024944	ENSMUSP00000089680	ENSMUSP00000058368	0	0	0	0	0.748	0	0	0.073	0.756
Rpl37a	Ubb	5025033	5016738	ENSMUSP00000058919	ENSMUSP00000019649	0	0	0	0	0.539	0.448	0	0.119	0.756
Nipbl	Rsf1	5025105	5021504	ENSMUSP00000059385	ENSMUSP00000037409	0	0	0	0	0.753	0	0	0.049	0.755
Srsf11	Prpf38b	5033621	5019374	ENSMUSP00000113685	ENSMUSP00000029480	0	0	0	0	0.755	0	0	0	0.755
Eif4g3	Eif1	5028275	5022214	ENSMUSP00000081233	ENSMUSP00000041538	0	0	0	0	0.061	0.206	0	0.698	0.755
Zfc3h1	Nktr	5022634	5021083	ENSMUSP00000044069	ENSMUSP00000035112	0	0	0	0	0.754	0	0	0	0.754
Sub1	Supt5	5017627	5015657	ENSMUSP00000022816	ENSMUSP00000003527	0	0	0	0	0.049	0.417	0	0.593	0.754
Lyz1	Tyrobp	5029183	5020344	ENSMUSP00000089800	ENSMUSP00000032800	0	0	0	0	0.718	0	0	0.160	0.753
Mpeg1	C1qb	5032753	5022002	ENSMUSP00000108573	ENSMUSP00000040246	0	0	0	0	0.721	0	0	0.152	0.753
Atp5k	Atp6v0b	5023828	5023254	ENSMUSP00000051222	ENSMUSP00000047682	0	0	0	0	0.118	0	0.720	0.080	0.752
Vcam1	Gsn	5019409	5019025	ENSMUSP00000029574	ENSMUSP00000028239	0	0	0	0	0.060	0	0.720	0.136	0.752
Ndufa4	Atp5o	5020052	5017883	ENSMUSP00000031637	ENSMUSP00000023677	0	0	0	0	0.573	0.079	0	0.419	0.752
Rpl35	Mrpl33	5028024	5019850	ENSMUSP00000079672	ENSMUSP00000031024	0.121	0	0	0	0.369	0.492	0	0.225	0.752
Rps19	Slc25a5	5031943	5016454	ENSMUSP00000104067	ENSMUSP00000016463	0	0	0	0	0.214	0.656	0	0.155	0.751
